director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
julian rosefeldt,cate blanchett,erika bauer,ruby bustamante,drama,manifesto,cate blanchett erika bauer ruby bustamante julian rosefeldt drama
jeff baena,alison brie,dave franco,aubrey plaza,comedy,the little hours,alison brie dave franco aubrey plaza jeff baena comedy
richie keen,charlie day,ice cube,tracy morgan,comedy,fist fight,charlie day ice cube tracy morgan richie keen comedy
baran bo odar,jamie foxx,michelle monaghan,dermot mulroney,action crime thriller,sleepless,jamie foxx michelle monaghan dermot mulroney baran bo odar action crime thriller
gore verbinski,dane dehaan,jason isaacs,mia goth,mystery thriller horror sci-fi,a cure for wellness,dane dehaan jason isaacs mia goth gore verbinski mystery thriller horror sci-fi
charlotte sieling,jakob oftebro,ane dahl torp,søren malling,drama comedy,the man,jakob oftebro ane dahl torp søren malling charlotte sieling drama comedy
d.j. caruso,vin diesel,ice cube,samuel l. jackson,action adventure crime,xxx: return of xander cage,vin diesel ice cube samuel l. jackson d.j. caruso action adventure crime
stacy title,douglas smith,lucien laviscount,cressida bonas,horror thriller,the bye bye man,douglas smith lucien laviscount cressida bonas stacy title horror thriller
alice lowe,alice lowe,jo hartley,kate dickie,horror comedy drama thriller fantasy,prevenge,alice lowe jo hartley kate dickie alice lowe horror comedy drama thriller fantasy
chris mckay,will arnett,zach galifianakis,michael cera,action animation comedy family fantasy,the lego batman movie,will arnett zach galifianakis michael cera chris mckay action animation comedy family fantasy
stephan streker,lina el arabi,sébastien houbani,babak karimi,drama,a wedding,lina el arabi sébastien houbani babak karimi stephan streker drama
stanley tong,jackie chan,disha patani,sonu sood,mystery action adventure comedy,kung fu yoga,jackie chan disha patani sonu sood stanley tong mystery action adventure comedy
vishal bhardwaj,saif ali khan,shahid kapoor,kangana ranaut,war history drama romance,rangoon,saif ali khan shahid kapoor kangana ranaut vishal bhardwaj war history drama romance
g.j. echternkamp,manu bennett,malcolm mcdowell,marci miller,action comedy sci-fi,death race 2050,manu bennett malcolm mcdowell marci miller g.j. echternkamp action comedy sci-fi
adam smith,michael fassbender,brendan gleeson,lyndsey marshal,action drama crime thriller,trespass against us,michael fassbender brendan gleeson lyndsey marshal adam smith action drama crime thriller
lisa robinson annie j. howell,betsy brandt,chris beetem,zev haworth,drama,claire in motion,betsy brandt chris beetem zev haworth lisa robinson annie j. howell drama
emily hagins,alex saxon,alexis g. zall,sasha pieterse,family crime,coin heist,alex saxon alexis g. zall sasha pieterse emily hagins family crime
f. javier gutiérrez,matilda anna ingrid lutz,alex roe,johnny galecki,horror,rings,matilda anna ingrid lutz alex roe johnny galecki f. javier gutiérrez horror
alistair legrand,vinessa shaw,kevin rahm,aaron stanford,thriller,clinical,vinessa shaw kevin rahm aaron stanford alistair legrand thriller
jeannie gaffigan,jim gaffigan,,,comedy,jim gaffigan: cinco,
bruno garotti,michel joelsas,alessandra negrini,marcello airoldi,comedy,eu fico loko,michel joelsas alessandra negrini marcello airoldi bruno garotti comedy
aram rappaport,frank grillo,minnie driver,annasophia robb,crime thriller,the crash,frank grillo minnie driver annasophia robb aram rappaport crime thriller
tatsuya oishi akiyuki shinbo,hiroshi kamiya,yui horie,maaya sakamoto,animation fantasy mystery,kizumonogatari part 3: reiketsu,hiroshi kamiya yui horie maaya sakamoto tatsuya oishi akiyuki shinbo animation fantasy mystery
chad stahelski,keanu reeves,common,laurence fishburne,thriller action crime,john wick: chapter 2,keanu reeves common laurence fishburne chad stahelski thriller action crime
jordan peele,daniel kaluuya,allison williams,bradley whitford,mystery thriller horror,get out,daniel kaluuya allison williams bradley whitford jordan peele mystery thriller horror
james mangold,hugh jackman,patrick stewart,dafne keen,action drama sci-fi,logan,hugh jackman patrick stewart dafne keen james mangold action drama sci-fi
jordan vogt-roberts,tom hiddleston,samuel l. jackson,brie larson,action adventure fantasy,kong: skull island,tom hiddleston samuel l. jackson brie larson jordan vogt-roberts action adventure fantasy
pete travis,riz ahmed,billie piper,james floyd,crime drama thriller,city of tiny lights,riz ahmed billie piper james floyd pete travis crime drama thriller
danny boyle,ewan mcgregor,jonny lee miller,ewen bremner,crime drama,t2 trainspotting,ewan mcgregor jonny lee miller ewen bremner danny boyle crime drama
shane abbess,kellan lutz,daniel macpherson,isabel lucas,sci-fi,science fiction volume one: the osiris child,kellan lutz daniel macpherson isabel lucas shane abbess sci-fi
ry russo-young,zoey deutch,halston sage,logan miller,mystery drama thriller,before i fall,zoey deutch halston sage logan miller ry russo-young mystery drama thriller
michael showalter,kumail nanjiani,zoe kazan,holly hunter,comedy drama romance,the big sick,kumail nanjiani zoe kazan holly hunter michael showalter comedy drama romance
matt spicer,aubrey plaza,elizabeth olsen,o'shea jackson jr.,drama comedy,ingrid goes west,aubrey plaza elizabeth olsen o'shea jackson jr. matt spicer drama comedy
macon blair,melanie lynskey,elijah wood,david yow,comedy crime drama thriller,i don't feel at home in this world anymore,melanie lynskey elijah wood david yow macon blair comedy crime drama thriller
guy ritchie,charlie hunnam,astrid bergès-frisbey,jude law,action drama fantasy,king arthur: legend of the sword,charlie hunnam astrid bergès-frisbey jude law guy ritchie action drama fantasy
bill condon,emma watson,dan stevens,luke evans,family fantasy romance,beauty and the beast,emma watson dan stevens luke evans bill condon family fantasy romance
chester tam,stella maeve,andy samberg,josh peck,comedy,take the 10,stella maeve andy samberg josh peck chester tam comedy
tom mcgrath,alec baldwin,miles bakshi,jimmy kimmel,animation comedy family,the boss baby,alec baldwin miles bakshi jimmy kimmel tom mcgrath animation comedy family
jay oliva,matt ryan,jason o'mara,camilla luddington,action animation fantasy sci-fi thriller,justice league dark,matt ryan jason o'mara camilla luddington jay oliva action animation fantasy sci-fi thriller
sotiris tsafoulias,pigmalion dadakaridis,dimitris katalifos,manos vakousis,thriller mystery,the other me,pigmalion dadakaridis dimitris katalifos manos vakousis sotiris tsafoulias thriller mystery
rahul jain,,,,documentary,machines,
luca guadagnino,timothée chalamet,armie hammer,michael stuhlbarg,romance drama,call me by your name,timothée chalamet armie hammer michael stuhlbarg luca guadagnino romance drama
adam randall,bill milner,maisie williams,rory kinnear,action crime sci-fi thriller,iboy,bill milner maisie williams rory kinnear adam randall action crime sci-fi thriller
salvatore ficarra valentino picone,salvatore ficarra,valentino picone,vincenzo amato,comedy,l'ora legale,salvatore ficarra valentino picone vincenzo amato salvatore ficarra valentino picone comedy
onur tukel,sandra oh,anne heche,alicia silverstone,comedy drama,catfight,sandra oh anne heche alicia silverstone onur tukel comedy drama
david lowery,casey affleck,rooney mara,will oldham,drama fantasy romance,a ghost story,casey affleck rooney mara will oldham david lowery drama fantasy romance
rupert sanders,scarlett johansson,michael pitt,pilou asbæk,action sci-fi thriller,ghost in the shell,scarlett johansson michael pitt pilou asbæk rupert sanders action sci-fi thriller
matt murphy,dean o'gorman,james rolleston,ashleigh cummings,action comedy crime,pork pie,dean o'gorman james rolleston ashleigh cummings matt murphy action comedy crime
jay karas,bill burr,,,comedy,bill burr: walk your way out,
karyn kusama jovanka vuckovic roxanne benjamin st. vincent,natalie brown,melanie lynskey,breeda wool,horror,xx,natalie brown melanie lynskey breeda wool karyn kusama jovanka vuckovic roxanne benjamin st. vincent horror
shaad ali,aditya roy kapoor,shraddha kapoor,leela samson,drama romance,ok jaanu,aditya roy kapoor shraddha kapoor leela samson shaad ali drama romance
james foley,dakota johnson,jamie dornan,eric johnson,drama romance,fifty shades darker,dakota johnson jamie dornan eric johnson james foley drama romance
craig johnson,woody harrelson,sandy oian-thomas,shaun brown,drama comedy,wilson,woody harrelson sandy oian-thomas shaun brown craig johnson drama comedy
fyodor bondarchuk,rinal mukhametov,sergey garmash,oleg menshikov,drama romance sci-fi,attraction,rinal mukhametov sergey garmash oleg menshikov fyodor bondarchuk drama romance sci-fi
pascal bourdiaux,jean reno,reem kherici,camille chamoux,comedy,family heist,jean reno reem kherici camille chamoux pascal bourdiaux comedy
caradog w. james,katee sackhoff,lucy boynton,javier botet,horror,don't knock twice,katee sackhoff lucy boynton javier botet caradog w. james horror
ido fluk,dan stevens,malin åkerman,kerry bishé,drama,the ticket,dan stevens malin åkerman kerry bishé ido fluk drama
ed gass-donnelly,abbie cornish,dermot mulroney,diego klattenhoff,drama thriller,lavender,abbie cornish dermot mulroney diego klattenhoff ed gass-donnelly drama thriller
christopher smith,tye sheridan,bel powley,emory cohen,thriller,detour,tye sheridan bel powley emory cohen christopher smith thriller
bill purple,jason sudeikis,maisie williams,jessica biel,drama,the book of love,jason sudeikis maisie williams jessica biel bill purple drama
aki kaurismäki,sakari kuosmanen,sherwan haji,simon al-bazoon,comedy drama,the other side of hope,sakari kuosmanen sherwan haji simon al-bazoon aki kaurismäki comedy drama
banks tarver ted bourne mary robertson,donald trump,,,documentary,trumped: inside the greatest political upset of all time,
alex grossman,troy doherty,flavia watson,raychel diane weiner,comedy,hickey,troy doherty flavia watson raychel diane weiner alex grossman comedy
вера кричевская,,,,documentary,the man who was too free,
arnaud des pallières,adèle exarchopoulos,adèle haenel,solène rigot,drama,orphan,adèle exarchopoulos adèle haenel solène rigot arnaud des pallières drama
martín hodara,ricardo darín,leonardo sbaraglia,laia costa,mystery drama crime thriller,black snow,ricardo darín leonardo sbaraglia laia costa martín hodara mystery drama crime thriller
neal brennan,neal brennan,,,comedy,neal brennan: 3 mics,
akiva schaffer scott aukerman,michael bolton,adam scott,sarah shahi,comedy music,"michael bolton's big, sexy valentine's day special",michael bolton adam scott sarah shahi akiva schaffer scott aukerman comedy music
evan oppenheimer,brett dalton,emily atack,stana katic,adventure drama romance,lost in florence,brett dalton emily atack stana katic evan oppenheimer adventure drama romance
ben browder,gina gershon,sean astin,sammi hanratty,mystery comedy thriller sci-fi fantasy,bad kids of crestview academy,gina gershon sean astin sammi hanratty ben browder mystery comedy thriller sci-fi fantasy
sydney sibilia,edoardo leo,valerio aprea,stefano fresi,action comedy crime,smetto quando voglio: masterclass,edoardo leo valerio aprea stefano fresi sydney sibilia action comedy crime
oliver schmitz,andrea riseborough,steve coogan,deon lotz,drama,shepherds and butchers,andrea riseborough steve coogan deon lotz oliver schmitz drama
james franco,james franco,nat wolff,selena gomez,drama,in dubious battle,james franco nat wolff selena gomez james franco drama
cate shortland,teresa palmer,max riemelt,matthias habich,mystery thriller drama horror,berlin syndrome,teresa palmer max riemelt matthias habich cate shortland mystery thriller drama horror
roland vranik,,,,drama,the citizen,
jenny gage,dusty rose ryan,lena m.,ginger leigh ryan,documentary,all this panic,dusty rose ryan lena m. ginger leigh ryan jenny gage documentary
joel david moore,frank langella,billy crudup,christina applegate,comedy drama,youth in oregon,frank langella billy crudup christina applegate joel david moore comedy drama
